stt,ngay_dang_tin,ten_dn,ma_tp,menh_gia,ky_han,ngay_phat_hanh,ngay_dao_han,gt_phat_hanh,gt_dang_luu_hanh,gt_mua_lai,sl_mua_lai,gt_con_lai,sl_con_lai,ngay_mua_lai,tinh_trang,ghi_chu,file_id,menh_gia_num,gt_phat_hanh_num,gt_dang_luu_hanh_num,gt_mua_lai_num,sl_mua_lai_num,gt_con_lai_num,sl_con_lai_num
77,18/06/2026,MSFC - Công ty Tài chính tín dụng tiêu dùng TNHH MB Shinsei (Tên cũ: Công ty Tài chính TNHH MB Shinsei),MSF12501,"1,000,000,000",6 Năm,16/06/2025,16/06/2031,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,16/06/2026,Hiệu lực,,15286.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
78,18/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12511,"1,000,000,000",24 Tháng,10/06/2025,10/06/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,10/06/2026,Hiệu lực,,15347.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
79,18/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12507,"100,000,000",10 Năm,10/06/2025,10/06/2035,"123,600,000,000","123,600,000,000","117,100,000,000","1,171","6,500,000,000",65,10/06/2026,Hiệu lực,,15345.0,100000000.0,123600000000.0,123600000000.0,117100000000.0,1171.0,6500000000.0,65.0
80,18/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12509,"100,000,000",10 Năm,13/06/2025,13/06/2035,"111,500,000,000","111,500,000,000","111,500,000,000","1,115",0,0,15/06/2026,Hiệu lực,,15346.0,100000000.0,111500000000.0,111500000000.0,111500000000.0,1115.0,0.0,0.0
81,17/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCBL2427001,"1,000,000,000",3 Năm,10/06/2024,10/06/2027,"1,300,000,000,000","1,300,000,000,000","1,300,000,000,000","1,300",0,0,10/06/2026,Hiệu lực,,15248.0,1000000000.0,1300000000000.0,1300000000000.0,1300000000000.0,1300.0,0.0,0.0
82,17/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12510,"1,000,000,000",3 Năm,12/06/2025,12/06/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,12/06/2026,Hiệu lực,,15329.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
83,17/06/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12511,"1,000,000,000",3 Năm,16/06/2025,16/06/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,16/06/2026,Hiệu lực,,15328.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
84,17/06/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12510,"1,000,000,000",2 Năm,13/06/2025,13/06/2027,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,13/06/2026,Hiệu lực,,15327.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
85,17/06/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BABL2427004,"1,000,000,000",3 Năm,06/06/2024,06/06/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,08/06/2026,Hiệu lực,,15305.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
86,15/06/2026,MSB - Ngân hàng TMCP Hàng Hải Việt Nam,MSB12505,"1,000,000,000",3 Năm,11/06/2025,11/06/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,11/06/2026,Hiệu lực,,15289.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
87,15/06/2026,KNVC - Công ty TNHH Đầu tư và Phát triển điện mặt trời KN Vạn Ninh,KNVCH2131001,"100,000,000",123 Tháng,29/07/2021,23/10/2031,"595,200,000,000","344,100,000,000","1,000,000,000",10,"343,100,000,000","3,431",11/06/2026,Hiệu lực,,15292.0,100000000.0,595200000000.0,344100000000.0,1000000000.0,10.0,343100000000.0,3431.0
88,15/06/2026,KNVC - Công ty TNHH Đầu tư và Phát triển điện mặt trời KN Vạn Ninh,KVN,"100,000,000",11 Năm,23/10/2020,23/10/2031,"684,800,000,000","395,700,000,000","1,000,000,000",10,"394,700,000,000","3,947",11/06/2026,Hiệu lực,,15291.0,100000000.0,684800000000.0,395700000000.0,1000000000.0,10.0,394700000000.0,3947.0
89,15/06/2026,BPEC - CTCP Năng lượng Bắc Phương,NLBPH2034001,"100,000,000",14 Năm,09/01/2020,09/01/2034,"1,732,500,000,000","1,213,900,000,000","43,000,000,000",430,"1,170,900,000,000","11,709",09/06/2026,Hiệu lực,,15290.0,100000000.0,1732500000000.0,1213900000000.0,43000000000.0,430.0,1170900000000.0,11709.0
90,12/06/2026,FCN - CTCP FECON,FCN12501,"100,000,000",18 Tháng,10/06/2025,10/12/2026,"120,000,000,000","113,200,000,000","3,900,000,000",39,"109,300,000,000","1,093",10/06/2026,Hiệu lực,,15287.0,100000000.0,120000000000.0,113200000000.0,3900000000.0,39.0,109300000000.0,1093.0
91,12/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12513,"1,000,000,000",24 Tháng,12/06/2025,12/06/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,12/06/2026,Hiệu lực,,15285.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
92,12/06/2026,GEG - Công ty cổ phần Điện Gia Lai,GEGH2427002,"100,000,000",3 Năm,28/06/2024,28/06/2027,"200,000,000,000","200,000,000,000",0,0,"200,000,000,000","2,000",29/06/2026,Hiệu lực,,15268.0,100000000.0,200000000000.0,200000000000.0,0.0,0.0,200000000000.0,2000.0
93,12/06/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12503,"1,000,000,000",2 Năm,04/06/2025,04/06/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,04/06/2026,Hiệu lực,,15265.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
94,12/06/2026,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12502,"1,000,000,000",2 Năm,15/05/2025,15/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,15/05/2026,Hiệu lực,,15266.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
95,11/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12512,"1,000,000,000",24 Tháng,11/06/2025,11/06/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,11/06/2026,Hiệu lực,,15267.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
96,11/06/2026,ACB - Ngân hàng TMCP Á Châu,ACB12507,"1,000,000,000",2 Năm,05/06/2025,05/06/2027,"5,000,000,000,000","5,000,000,000,000","5,000,000,000,000","5,000",0,0,05/06/2026,Hiệu lực,,15252.0,1000000000.0,5000000000000.0,5000000000000.0,5000000000000.0,5000.0,0.0,0.0
97,11/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12509,"1,000,000,000",3 Năm,04/06/2025,04/06/2028,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,04/06/2026,Hiệu lực,,15247.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
98,11/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12508,"1,000,000,000",3 Năm,03/06/2025,03/06/2028,"900,000,000,000","900,000,000,000","900,000,000,000",900,0,0,03/06/2026,Hiệu lực,,15246.0,1000000000.0,900000000000.0,900000000000.0,900000000000.0,900.0,0.0,0.0
99,10/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12510,"1,000,000,000",36 Tháng,03/06/2025,03/06/2028,"2,500,000,000,000","2,500,000,000,000","2,500,000,000,000","2,500",0,0,03/06/2026,Hiệu lực,,15253.0,1000000000.0,2500000000000.0,2500000000000.0,2500000000000.0,2500.0,0.0,0.0
100,09/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12506,"100,000,000",10 Năm,04/06/2025,04/06/2035,"338,900,000,000","338,900,000,000","322,400,000,000","3,224","16,500,000,000",165,04/06/2026,Hiệu lực,,15251.0,100000000.0,338900000000.0,338900000000.0,322400000000.0,3224.0,16500000000.0,165.0
101,09/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12530,"100,000,000",10 Năm,05/09/2025,05/09/2035,"100,000,000,000","100,000,000,000","100,000,000,000","1,000",0,0,05/06/2026,Hiệu lực,,15250.0,100000000.0,100000000000.0,100000000000.0,100000000000.0,1000.0,0.0,0.0
102,09/06/2026,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDBL2431002,"1,000,000,000",7 Năm,07/06/2024,07/06/2031,"300,000,000,000","300,000,000,000","300,000,000,000",300,0,0,07/06/2026,Hiệu lực,,15249.0,1000000000.0,300000000000.0,300000000000.0,300000000000.0,300.0,0.0,0.0
103,05/06/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDL2431010,"1,000,000,000",7 Năm,30/05/2024,30/05/2031,"50,000,000,000","50,000,000,000","50,000,000,000",50,0,0,01/06/2026,Hiệu lực,,15227.0,1000000000.0,50000000000.0,50000000000.0,50000000000.0,50.0,0.0,0.0
104,05/06/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431007,"1,000,000,000",7 Năm,28/05/2024,28/05/2031,"700,000,000,000","700,000,000,000","700,000,000,000",700,0,0,28/05/2026,Hiệu lực,,15228.0,1000000000.0,700000000000.0,700000000000.0,700000000000.0,700.0,0.0,0.0
105,05/06/2026,DRGC - CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2126002,"100,000,000",60 Tháng,31/08/2021,31/08/2026,"500,000,000,000","75,000,000,000","37,500,000,000",375,"37,500,000,000",375,01/06/2026,Hiệu lực,,15226.0,100000000.0,500000000000.0,75000000000.0,37500000000.0,375.0,37500000000.0,375.0
106,05/06/2026,DRGC - CTCP Đầu tư và Du lịch Vạn Hương,DRGCH2226001,"100,000,000",55 Tháng,26/01/2022,31/08/2026,"1,195,000,000,000","179,300,000,000","89,600,000,000",896,"89,700,000,000",897,01/06/2026,Hiệu lực,,15225.0,100000000.0,1195000000000.0,179300000000.0,89600000000.0,896.0,89700000000.0,897.0
107,03/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12505,"100,000,000",10 Năm,30/05/2025,30/05/2035,"100,000,000,000","100,000,000,000","100,000,000,000","1,000",0,0,01/06/2026,Hiệu lực,,15205.0,100000000.0,100000000000.0,100000000000.0,100000000000.0,1000.0,0.0,0.0
108,03/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12507,"1,000,000,000",3 Năm,29/05/2025,29/05/2028,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","1,500",0,0,29/05/2026,Hiệu lực,,15127.0,1000000000.0,1500000000000.0,1500000000000.0,1500000000000.0,1500.0,0.0,0.0
109,03/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12506,"1,000,000,000",3 Năm,28/05/2025,28/05/2028,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","1,500",0,0,28/05/2026,Hiệu lực,,15126.0,1000000000.0,1500000000000.0,1500000000000.0,1500000000000.0,1500.0,0.0,0.0
110,03/06/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12505,"1,000,000,000",3 Năm,27/05/2025,27/05/2028,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","1,500",0,0,27/05/2026,Hiệu lực,,15125.0,1000000000.0,1500000000000.0,1500000000000.0,1500000000000.0,1500.0,0.0,0.0
111,03/06/2026,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBBL2431011,"1,000,000,000",7 Năm,27/05/2024,27/05/2031,"200,000,000,000","200,000,000,000","200,000,000,000",200,0,0,27/05/2026,Hiệu lực,,15188.0,1000000000.0,200000000000.0,200000000000.0,200000000000.0,200.0,0.0,0.0
112,03/06/2026,SBVC - NGÂN HÀNG TNHH MỘT THÀNH VIÊN SHINHAN VIỆT NAM,SBVCL2427002,"1,000,000,000",3 Năm,29/05/2024,29/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,29/05/2026,Hiệu lực,,15191.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
113,03/06/2026,SBVC - NGÂN HÀNG TNHH MỘT THÀNH VIÊN SHINHAN VIỆT NAM,SBVCL2427001,"1,000,000,000",3 Năm,27/05/2024,27/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,27/05/2026,Hiệu lực,,15190.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
114,03/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12504,"100,000,000",3 Năm,30/05/2025,30/05/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","10,000",0,0,01/06/2026,Hiệu lực,,15189.0,100000000.0,1000000000000.0,1000000000000.0,1000000000000.0,10000.0,0.0,0.0
115,02/06/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12509,"1,000,000,000",2 Năm,30/05/2025,30/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,30/05/2026,Hiệu lực,,15187.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
116,02/06/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12508,"1,000,000,000",2 Năm,28/05/2025,28/05/2027,"2,000,000,000,000","2,000,000,000,000","2,000,000,000,000","2,000",0,0,28/05/2026,Hiệu lực,,15186.0,1000000000.0,2000000000000.0,2000000000000.0,2000000000000.0,2000.0,0.0,0.0
117,02/06/2026,BITC - Công ty cổ phần Kinh doanh và Đầu tư Bình Dương,ITCH1924001,"100,000,000",84 Tháng,17/06/2019,17/06/2026,"500,000,000,000","292,700,000,000","180,000,000,000","1,800","112,700,000,000","1,127",01/06/2026,Hiệu lực,,15185.0,100000000.0,500000000000.0,292700000000.0,180000000000.0,1800.0,112700000000.0,1127.0
118,02/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12502,"100,000,000",3 Năm,29/05/2025,29/05/2028,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","10,000",0,0,29/05/2026,Hiệu lực,,15167.0,100000000.0,1000000000000.0,1000000000000.0,1000000000000.0,10000.0,0.0,0.0
119,02/06/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12503,"100,000,000",3 Năm,29/05/2025,29/05/2028,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","15,000",0,0,29/05/2026,Hiệu lực,,15166.0,100000000.0,1500000000000.0,1500000000000.0,1500000000000.0,15000.0,0.0,0.0
120,01/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12509,"1,000,000,000",36 Tháng,29/05/2025,29/05/2028,"4,000,000,000,000","4,000,000,000,000","4,000,000,000,000","4,000",0,0,29/05/2026,Hiệu lực,,15129.0,1000000000.0,4000000000000.0,4000000000000.0,4000000000000.0,4000.0,0.0,0.0
121,01/06/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12508,"1,000,000,000",24 Tháng,29/05/2025,29/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,29/05/2026,Hiệu lực,,15128.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
122,01/06/2026,TLPC - Công ty Cổ phần Nhiệt điện Thăng Long,TLPCH2126001,"1,000,000,000",5 Năm,30/12/2021,30/12/2026,"1,125,000,000,000","142,000,000,000","19,000,000,000",19,"123,000,000,000",123,01/06/2026,Hiệu lực,,15165.0,1000000000.0,1125000000000.0,142000000000.0,19000000000.0,19.0,123000000000.0,123.0
123,01/06/2026,SGLC - Công ty TNHH Saigon Glory,SGL-2020.07,"100,000",75 Tháng,26/08/2020,26/11/2026,"1,000,000,000,000","700,378,400,000","199,749,400,000","1,997,494","500,629,000,000","5,006,290",26/05/2026,Hiệu lực,,15149.0,100000.0,1000000000000.0,700378400000.0,199749400000.0,1997494.0,500629000000.0,5006290.0
124,01/06/2026,SGLC - Công ty TNHH Saigon Glory,SGL-2020.09,"100,000",75 Tháng,28/08/2020,28/11/2026,"1,000,000,000,000","700,953,900,000","199,366,000,000","1,993,660","501,587,900,000","5,015,879",28/05/2026,Hiệu lực,,15148.0,100000.0,1000000000000.0,700953900000.0,199366000000.0,1993660.0,501587900000.0,5015879.0
125,01/06/2026,SGLC - Công ty TNHH Saigon Glory,SGL-2020.08,"100,000",75 Tháng,26/08/2020,26/11/2026,"1,000,000,000,000","700,442,700,000","199,707,200,000","1,997,072","500,735,500,000","5,007,355",26/05/2026,Hiệu lực,,15147.0,100000.0,1000000000000.0,700442700000.0,199707200000.0,1997072.0,500735500000.0,5007355.0
126,01/06/2026,SGLC - Công ty TNHH Saigon Glory,SGL-2020.10,"100,000",75 Tháng,28/08/2020,28/11/2026,"1,000,000,000,000","701,995,000,000","198,672,500,000","1,986,725","503,322,500,000","5,033,225",28/05/2026,Hiệu lực,,15146.0,100000.0,1000000000000.0,701995000000.0,198672500000.0,1986725.0,503322500000.0,5033225.0
127,01/06/2026,SGLC - Công ty TNHH Saigon Glory,SGL-2020.06,"100,000",75 Tháng,26/08/2020,26/11/2026,"1,000,000,000,000","701,263,200,000","199,160,000,000","1,991,600","502,103,200,000","5,021,032",26/05/2026,Hiệu lực,,15145.0,100000.0,1000000000000.0,701263200000.0,199160000000.0,1991600.0,502103200000.0,5021032.0
128,28/05/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431003,"1,000,000,000",7 Năm,22/05/2024,22/05/2031,"245,000,000,000","245,000,000,000","245,000,000,000",245,0,0,22/05/2026,Hiệu lực,,15089.0,1000000000.0,245000000000.0,245000000000.0,245000000000.0,245.0,0.0,0.0
129,28/05/2026,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BIDLH2431005,"1,000,000,000",7 Năm,24/05/2024,24/05/2031,"50,000,000,000","50,000,000,000","50,000,000,000",50,0,0,25/05/2026,Hiệu lực,,15090.0,1000000000.0,50000000000.0,50000000000.0,50000000000.0,50.0,0.0,0.0
130,28/05/2026,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCBL2427003,"1,000,000,000",36 Tháng,27/05/2024,27/05/2027,"1,500,000,000,000","1,500,000,000,000","1,500,000,000,000","1,500",0,0,27/05/2026,Hiệu lực,,15105.0,1000000000.0,1500000000000.0,1500000000000.0,1500000000000.0,1500.0,0.0,0.0
131,27/05/2026,THHC - CTCP Thủy điện Thuận Hòa Hà Giang,THHGH1730001,"500,000,000",13 Năm,15/05/2017,15/05/2030,"900,000,000,000","469,000,000,000","3,000,000,000",6,"466,000,000,000",932,25/05/2026,Hiệu lực,,15086.0,500000000.0,900000000000.0,469000000000.0,3000000000.0,6.0,466000000000.0,932.0
132,27/05/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12506,"1,000,000,000",2 Năm,21/05/2025,21/05/2027,"700,000,000,000","700,000,000,000","700,000,000,000",700,0,0,21/05/2026,Hiệu lực,,15087.0,1000000000.0,700000000000.0,700000000000.0,700000000000.0,700.0,0.0,0.0
133,27/05/2026,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12507,"1,000,000,000",2 Năm,26/05/2025,26/05/2027,"1,000,000,000,000","1,000,000,000,000","1,000,000,000,000","1,000",0,0,26/05/2026,Hiệu lực,,15088.0,1000000000.0,1000000000000.0,1000000000000.0,1000000000000.0,1000.0,0.0,0.0
134,27/05/2026,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12501,"100,000,000",10 Năm,23/05/2025,23/05/2035,"253,300,000,000","250,800,000,000","247,800,000,000","2,478","3,000,000,000",30,25/05/2026,Hiệu lực,,15085.0,100000000.0,253300000000.0,250800000000.0,247800000000.0,2478.0,3000000000.0,30.0
135,27/05/2026,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHG12502,"100,000,000",60 Tháng,03/12/2025,03/12/2030,"80,000,000,000","80,000,000,000","80,000,000,000",800,0,0,26/05/2026,Hiệu lực,,15069.0,100000000.0,80000000000.0,80000000000.0,80000000000.0,800.0,0.0,0.0
136,27/05/2026,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHGH2328001,"100,000,000",60 Tháng,29/09/2023,29/09/2028,"240,000,000,000","240,000,000,000","240,000,000,000","2,400",0,0,26/05/2026,Hiệu lực,,15065.0,100000000.0,240000000000.0,240000000000.0,240000000000.0,2400.0,0.0,0.0
137,27/05/2026,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHGH2429001,"100,000,000",60 Tháng,20/06/2024,20/06/2029,"250,000,000,000","250,000,000,000","250,000,000,000","2,500",0,0,26/05/2026,Hiệu lực,,15066.0,100000000.0,250000000000.0,250000000000.0,250000000000.0,2500.0,0.0,0.0
138,27/05/2026,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHG12501,"100,000,000",60 Tháng,02/10/2025,02/10/2030,"80,000,000,000","80,000,000,000","80,000,000,000",800,0,0,26/05/2026,Hiệu lực,,15068.0,100000000.0,80000000000.0,80000000000.0,80000000000.0,800.0,0.0,0.0
139,27/05/2026,KHG - CTCP Tập Đoàn KHẢI HOÀN LAND,KHG12601,"100,000,000",60 Tháng,06/01/2026,06/01/2031,"190,000,000,000","190,000,000,000","190,000,000,000","1,900",0,0,26/05/2026,Hiệu lực,,15070.0,100000000.0,190000000000.0,190000000000.0,190000000000.0,1900.0,0.0,0.0
140,27/05/2026,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12505,"1,000,000,000",3 Năm,26/05/2025,26/05/2028,"2,500,000,000,000","2,500,000,000,000","2,500,000,000,000","2,500",0,0,26/05/2026,Hiệu lực,,15067.0,1000000000.0,2500000000000.0,2500000000000.0,2500000000000.0,2500.0,0.0,0.0
141,26/05/2026,NVT - Công ty cổ phần bất động sản du lịch Ninh Vân Bay,NVTH2131001,"100,000,000",10 Năm,18/05/2021,18/05/2031,"240,000,000,000","168,000,000,000","24,000,000,000",240,"144,000,000,000","1,440",18/05/2026,Hiệu lực,,15046.0,100000000.0,240000000000.0,168000000000.0,24000000000.0,240.0,144000000000.0,1440.0
142,26/05/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12504,"1,000,000,000",3 Năm,22/05/2025,22/05/2028,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,22/05/2026,Hiệu lực,,15047.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
143,26/05/2026,OCB - Ngân hàng TMCP Phương Đông,OCB12503,"1,000,000,000",3 Năm,21/05/2025,21/05/2028,"500,000,000,000","500,000,000,000","500,000,000,000",500,0,0,21/05/2026,Hiệu lực,,15048.0,1000000000.0,500000000000.0,500000000000.0,500000000000.0,500.0,0.0,0.0
144,25/05/2026,"VMHC - CÔNG TY CỔ PHẦN XÂY DỰNG, ĐẦU TƯ BẤT ĐỘNG SẢN VIỆT MINH HOÀNG",VMH12501,"100,000,000",5 Năm,22/05/2025,22/05/2030,"3,466,000,000,000","3,466,000,000,000","72,000,000,000",720,"3,394,000,000,000","33,940",22/05/2026,Hiệu lực,,15045.0,100000000.0,3466000000000.0,3466000000000.0,72000000000.0,720.0,3394000000000.0,33940.0
145,25/05/2026,H79C - CTCP Hưng Thịnh Land,H79CH2225002,"100,000",5 Năm,23/03/2022,23/03/2027,"700,000,000,000","68,541,100,000","68,541,100,000","685,411",0,0,21/05/2026,Hiệu lực,,15036.0,100000.0,700000000000.0,68541100000.0,68541100000.0,685411.0,0.0,0.0
