code,name,shortName,organCode,floor,comTypeCode,isBank,icb1_code,icb1_name,icb2_code,icb2_name,icb3_code,icb3_name,icb4_code,icb4_name
HPD,Công ty Cổ phần Thủy điện Đăk Đoa,Thủy điện Đăk Đoa,HPD,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
HIZ,Công ty Cổ phần Khu công nghiệp Hố Nai,Khu công nghiệp Hố Nai,HIZ,OTC,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
MFS,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service,MFS,UPCOM,CT,False,6000,Viễn thông,6500,Viễn thông,6570,Viễn thông di động,6575,Viễn thông di động
HKP,Công ty Cổ phần Bao bì Hà Tiên,Bao bì Hà Tiên,HKP,OTC,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
BCP,Công ty Cổ phần Dược Enlie,Dược Enlie,BCP,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Dịch vụ Đô thị Bà Rịa,BRS,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Cây xanh Vũng Tàu,UPC,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7575,Tiện ích khác
TW3,Công ty Cổ phần Dược Trung Ương 3,Dược TW3,CETECO,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
PHP,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng,PHP,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
HVA,Công ty Cổ phần Đầu tư HVA,Đầu tư HVA,HVA,UPCOM,CT,False,8000,Tài chính,8700,Dịch vụ tài chính,8770,Dịch vụ tài chính,8775,Tài chính đặc biệt
ACM,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,Tập đoàn Khoáng sản Á Cường,ACM,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
TOP,Công ty Cổ phần Phân phối Top One,Phân phối Top One,TOP,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,CN Ô tô - Vinacomin,VMIC,UPCOM,CT,False,3000,Hàng Tiêu dùng,3300,Ô tô và phụ tùng,3350,Ô tô và phụ tùng,3353,Sản xuất ô tô
LAI,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,XD Long An IDICO,LINCO,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TA9,Công ty Cổ phần Xây lắp Thành An 96,Xây lắp Thành An 96,TA96,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
C71,Công ty Cổ phần 471,Xây dựng 471,C471,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
AGX,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,Nông sản Xuất khẩu Sài Gòn,AGREX,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5330,Phân phối thực phẩm & dược phẩm,5337,Phân phối thực phẩm
LDG,Công ty Cổ phần Đầu tư LDG,Đầu tư LDG,LDGROUP,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Dầu nhờn PV Oil,VIDAMO,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
MCI,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Đầu tư Xây dựng và Phát triển Vật liệu IDICO,IDIMCI,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ,PMPACK,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
BFC,Công ty Cổ phần Phân bón Bình Điền,Phân bón Bình Điền,BDFC,HOSE,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SDX,Công ty Cổ phần Phòng cháy chữa cháy và Đầu tư Xây dựng Sông Đà,PCCC và Đầu tư XD Sông Đà,SDX,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VLG,Công ty Cổ phần VIMC Logistics,VIMC Logistics,VNLOGISTIC,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2779,Dịch vụ vận tải
CCR,Công ty Cổ phần Cảng Cam Ranh,Cảng Cam Ranh,CCR,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải và Dịch vụ Hàng Hải,TRS,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
MSR,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials,MSRC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,Dược phẩm AGIMEXPHARM,AGIMEX,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
BDW,Công ty Cổ phần Cấp thoát nước Bình Định,Cấp thoát nước Bình Định,BDW,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc,NPFC,HNX,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
NAF,Công ty Cổ phần Nafoods Group,Nafoods Group,NAF,HOSE,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3530,Bia và đồ uống,3537,Đồ uống & giải khát
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh,NAP,HNX,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
HNF,Công ty Cổ phần Thực phẩm Hữu Nghị,Bánh kẹo Hữu Nghị,HUUNGHI,UPCOM,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
MBG,Công ty Cổ phần Tập đoàn MBG,Tập đoàn MBG,VIDIC,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
VTM,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin,VTM,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9,NADY,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
PCN,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,Dầu khí DMC-Miền Bắc,PVDMCN,OTC,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,Phục vụ mặt đất Sài Gòn,SAGS,HOSE,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
HHV,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả,Đầu tư Hạ tầng Giao thông Đèo Cả,HAMADECO,HOSE,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Hội chợ Triển lãm Việt Nam,VEF,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
LAW,Công ty Cổ phần Cấp thoát nước Long An,Cấp thoát nước Long An,LAW,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV,KSV,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
TEG,Công ty Cổ phần Trường Thành Energy Group,Trường Thành Energy Group,TEG,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định,PISIC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1733,Lâm sản và Chế biến gỗ
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khoáng sản Hoàng Phúc,HPMC,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
VPA,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP,VPTJ,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2773,Vận tải Thủy
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Cấp nước Đồng Nai,DNCWS,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
PPY,Công ty Cổ phần Xăng dầu dầu khí Phú Yên,Xăng dầu dầu khí Phú Yên,PVOPY,HNX,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7573,Phân phối xăng dầu & khí đốt
CMP,Công ty Cổ phần Cảng Chân Mây,Cảng Chân Mây,CMP,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
KPF,Công ty Cổ phần Đầu tư Tài sản KOJI,Đầu tư Tài sản KOJI,KPF,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2353,Vật liệu xây dựng & Nội thất
LQN,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quảng Ngãi,LCGQN,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HND,Công ty Cổ phần Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng,NDHP,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
RBC,Công ty Cổ phần Công Nghiệp và Xuất nhập khẩu Cao Su,Công Nghiệp và Xuất nhập khẩu Cao Su,RUBICO,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
THW,Công ty Cổ phần Cấp nước Tân Hòa,Cấp nước Tân Hòa,THW,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
BTU,Công ty Cổ phần Công trình Đô thị Bến Tre,Công trình Đô thị Bến Tre,BTU,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,Tập đoàn Đầu tư ATS,ATS,HNX,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5757,Nhà hàng và quán bar
KDM,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL,KDM,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
NWT,Công ty Cổ phần Vận tải Newway,Vận tải Newway,NWT,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
TID,Công ty Cổ phần Tổng Công ty Tín Nghĩa,Tổng Công ty Tín Nghĩa,TINN,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
VLW,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long,VWACO,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam,VINAFOR,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1730,Lâm nghiệp và Giấy,1733,Lâm sản và Chế biến gỗ
G36,Tổng Công ty 36 - Công ty Cổ phần,Tổng Công ty 36,TCT36,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
BMN,Công ty Cổ phần 715,Công ty 715,BMN,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
HPX,Công ty Cổ phần Đầu tư Hải Phát,Đầu tư Hải Phát,HAIPHATGROUP,HOSE,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
I10,Công ty Cp Đầu Tư Xây Dựng Số 10 Idico,Idico–inco10,I10,OTC,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
SVG,Công ty Cổ phần Hơi kỹ nghệ Que hàn,Hơi kỹ nghệ Que hàn,SVG,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2727,Công nghiệp phức hợp
BDG,Công ty Cổ phần May mặc Bình Dương,May mặc Bình Dương,BDGAR,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
TVW,Công ty Cổ phần Cấp thoát nước Trà Vinh,Cấp thoát nước Trà Vinh,TRAVI,OTC,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
XLV,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,XL và DV Sông Đà,SDSEC,UPCOM,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
KIP,Công ty Cổ phần K.I.P Việt Nam,K.I.P Việt Nam,VINAKIP,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2730,Điện tử & Thiết bị điện,2737,Thiết bị điện
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam,VNPD,HOSE,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7530,Sản xuất & Phân phối Điện,7535,Sản xuất & Phân phối Điện
SGP,Công ty Cổ phần Cảng Sài Gòn,Cảng Sài Gòn,CSGC,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
QSP,Công ty Cổ phần Tân cảng Quy Nhơn,Tân cảng Quy Nhơn,QNNP,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2770,Vận tải,2777,"Kho bãi, hậu cần và bảo dưỡng"
MST,Công ty Cổ phần Đầu tư MST,Đầu tư MST,MST,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
NTT,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang,NTGATEX,UPCOM,CT,False,3000,Hàng Tiêu dùng,3700,Hàng cá nhân & Gia dụng,3760,Hàng cá nhân,3763,Hàng May mặc
TTL,Tổng Công ty Thăng Long - Công ty Cổ phần,TCT Thăng Long,TLGROUP,HNX,CT,False,2000,Công nghiệp,2300,Xây dựng và Vật liệu,2350,Xây dựng và Vật liệu,2357,Xây dựng
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam,TNGROUP,HOSE,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Dầu thực vật Việt Nam,VOCA,OTC,CT,False,3000,Hàng Tiêu dùng,3500,Thực phẩm và đồ uống,3570,Sản xuất thực phẩm,3577,Thực phẩm
MTL,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm,MTL,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2790,Tư vấn & Hỗ trợ Kinh doanh,2799,Chất thải & Môi trường
FCC,Công ty Cổ phần Liên hợp Thực phẩm,Liên hợp Thực phẩm,UFC,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
ILS,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,TM và Dịch vụ Quốc tế,INTERSERCO,UPCOM,CT,False,2000,Công nghiệp,2700,Hàng & Dịch vụ Công nghiệp,2720,Hàng công nghiệp,2723,Containers & Đóng gói
HD2,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Đầu tư phát triển nhà HUD 2,HUD2,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
KGM,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,XNK Kiên Giang,KIGIMEX,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5373,Bán lẻ phức hợp
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Mỏ Việt Bắc - TKV,VIETBAC,HNX,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
NSG,Công ty Cổ phần Nhựa Sài Gòn,Nhựa Sài Gòn,SGPLAS,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam,VNCC,UPCOM,CT,False,8000,Tài chính,8600,Bất động sản,8630,Bất động sản,8633,Bất động sản
HUX,Công ty Cổ phần Khoáng sản Thừa Thiên Huế,Khoáng sản Thừa Thiên Huế,HUMEXCO,OTC,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
NBT,Công ty Cổ phần Cấp thoát nước Bến Tre,Cấp thoát nước Bến Tre,BEWACO,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
MGC,Công ty Cổ phần Địa chất mỏ - TKV,Địa chất mỏ - TKV,VMGEO,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
DBH,Công ty Cổ phần Đường bộ Hải Phòng,Đường bộ Hải Phòng,DBH,OTC,CT,False,5000,Dịch vụ Tiêu dùng,5700,Du lịch và Giải trí,5750,Du lịch & Giải trí,5759,Vận tải hành khách & Du lịch
ATG,Công ty Cổ phần ATG Planet,ATG Planet,ATAJSC,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1770,Khai khoáng,1775,Khai khoáng
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,Vắc xin và Sinh phẩm Nha Trang,BIOPHARCO,UPCOM,CT,False,4000,Dược phẩm và Y tế,4500,Y tế,4570,Dược phẩm,4577,Dược phẩm
CPH,Công ty Cổ phần Phục vụ Mai táng Hải Phòng,PV mai táng Hải Phòng,CPH,UPCOM,CT,False,5000,Dịch vụ Tiêu dùng,5300,Bán lẻ,5370,Bán lẻ,5377,Dịch vụ tiêu dùng chuyên ngành
CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,Cấp thoát nước Cần Thơ,CTW,UPCOM,CT,False,7000,Tiện ích Cộng đồng,7500,"Điện, nước & xăng dầu khí đốt",7570,Nước & Khí đốt,7577,Nước
DFC,Công ty Cổ phần Xích líp Đông Anh,Xích líp Đông Anh,XLDA,UPCOM,CT,False,1000,Nguyên vật liệu,1700,Tài nguyên Cơ bản,1750,Kim loại,1757,Thép và sản phẩm thép
HNP,Công ty Cổ phần Hanel Xốp Nhựa,Hanel Xốp Nhựa,HANELP,UPCOM,CT,False,1000,Nguyên vật liệu,1300,Hóa chất,1350,Hóa chất,1353,"Nhựa, cao su & sợi"
